workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/016.JPG,0.04,filler9,default,surface,motun,audio/f9-default.m4a,filler,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/8-petting-aevery-inverse.JPG,0.9,8-petting,default,surface,motun,audio/8-petting-motun-everya-default.m4a,test,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/009.JPG,0.09,filler7,default,inverse,enu,audio/f7-default.m4a,filler,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/054.JPG,0.67,filler13,default,inverse,motun,audio/f13-default.m4a,filler,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/7-attacking-everya-inverse.JPG,0.71,7-attacking,default,inverse,enu,audio/7-attacking-enu-everya-default.m4a,test,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/4-feeding-everya-inverse.JPG,0.71,4-feeding,default,inverse,enu,audio/4-feeding-enu-everya-default.m4a,test,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/075.JPG,0,filler4,default,surface,enu,audio/f4-default.m4a,filler,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/005.JPG,0.01,filler10,default,inverse,enu,audio/f10-default.m4a,filler,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/6-biting-aevery-inverse.JPG,0.77,6-biting,default,surface,enu,audio/6-biting-enu-everya-default.m4a,test,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
0,one_slider,images/056.JPG,0.09,filler5,default,surface,motun,audio/f5-default.m4a,filler,everya,most,both8,kor,Korean,advanced,2,Male,28,KorEng,,mostlive,Yes,no,nocollege,3,Windows,1080,1920,Chrome,3E24UO25QZL13CECQNFWKGZL51FO6K,3R9DAV8FBH86X03HMWIJJJ58X1OQL2,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.50,Wed Oct 10 09:02:11 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Nov 14 08:02:11 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3E24UO25QZL13CECQNFWKGZL51FO6K,3JV9LGBJWUA6NP1BT2TKLQ8YZY5GOM,0,Approved,Thu Oct 11 07:07:45 PDT 2018,Wed Oct 10 14:23:19 PDT 2018,Wed Oct 10 14:27:45 PDT 2018,Thu Oct 11 07:08:00 PDT 2018,,,,,[],undefined,4.362783333333334
