workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order
0,one_slider,images/016.JPG,0.04,filler9,default,surface,motun,audio/f9-default.m4a,filler,everya
0,one_slider,images/8-petting-aevery-inverse.JPG,0.9,8-petting,default,surface,motun,audio/8-petting-motun-everya-default.m4a,test,everya
0,one_slider,images/009.JPG,0.09,filler7,default,inverse,enu,audio/f7-default.m4a,filler,everya
0,one_slider,images/054.JPG,0.67,filler13,default,inverse,motun,audio/f13-default.m4a,filler,everya
0,one_slider,images/7-attacking-everya-inverse.JPG,0.71,7-attacking,default,inverse,enu,audio/7-attacking-enu-everya-default.m4a,test,everya
0,one_slider,images/4-feeding-everya-inverse.JPG,0.71,4-feeding,default,inverse,enu,audio/4-feeding-enu-everya-default.m4a,test,everya
0,one_slider,images/075.JPG,0,filler4,default,surface,enu,audio/f4-default.m4a,filler,everya
0,one_slider,images/005.JPG,0.01,filler10,default,inverse,enu,audio/f10-default.m4a,filler,everya
0,one_slider,images/6-biting-aevery-inverse.JPG,0.77,6-biting,default,surface,enu,audio/6-biting-enu-everya-default.m4a,test,everya
0,one_slider,images/056.JPG,0.09,filler5,default,surface,motun,audio/f5-default.m4a,filler,everya
0,one_slider,images/063.JPG,0.12,filler3,default,inverse,motun,audio/f3-default.m4a,filler,everya
0,one_slider,images/054.JPG,0.08,filler12,default,surface,motun,audio/f12-default.m4a,filler,everya
0,one_slider,images/3-pole-aevery-inverse.JPG,0.79,3-pole,default,surface,enu,audio/3-pole-enu-everya-default.m4a,test,everya
0,one_slider,images/063.JPG,0.9,filler2,default,inverse,motun,audio/f2-default.m4a,filler,everya
0,one_slider,images/005.JPG,0.14,filler11,default,inverse,enu,audio/f11-default.m4a,filler,aevery
0,one_slider,images/5-bottle-aevery-inverse.JPG,0.41,5-bottle,default,inverse,motun,audio/5-bottle-motun-aevery-default.m4a,test,aevery
0,one_slider,images/056.JPG,0.12,filler6,default,surface,motun,audio/f6-default.m4a,filler,aevery
0,one_slider,images/2-fishing-aevery-inverse.JPG,0.35,2-fishing,default,inverse,enu,audio/2-fishing-enu-aevery-default.m4a,test,aevery
0,one_slider,images/1-leaning-aevery-inverse.JPG,0.95,1-leaning,default,surface,motun,audio/1-leaning-motun-everya-default.m4a,test,everya
0,one_slider,images/009.JPG,0.1,filler8,default,inverse,enu,audio/f8-default.m4a,filler,everya
0,one_slider,images/053.JPG,1,filler1,default,inverse,enu,audio/f1-default.m4a,filler,everya
1,one_slider,images/2-fishing-aevery-surface.JPG,0.57,2-fishing,scrambled,surface,motun,audio/2-fishing-motun-aevery-scrambled.m4a,test,aevery
1,one_slider,images/053.JPG,0.68,filler1,scrambled,inverse,enu,audio/f1-scrambled.m4a,filler,everya
1,one_slider,images/4-feeding-aevery-inverse.JPG,0.25,4-feeding,scrambled,inverse,enu,audio/4-feeding-enu-aevery-scrambled.m4a,test,aevery
1,one_slider,images/054.JPG,0.87,filler13,scrambled,surface,motun,audio/f13-scrambled.m4a,filler,everya
1,one_slider,images/1-leaning-aevery-inverse.JPG,0.6,1-leaning,scrambled,surface,enu,audio/1-leaning-enu-everya-scrambled.m4a,test,everya
1,one_slider,images/8-petting-aevery-surface.JPG,0.7,8-petting,scrambled,surface,motun,audio/8-petting-motun-aevery-scrambled.m4a,test,aevery
