workerid,trial_type,image,order,item,scramble,scope,audio,type,response,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/075.JPG,aevery,filler4,default,inverse,audio/f4-default.m4a,filler,0.76,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,default,inverse,audio/2-fishing-everya-default.m4a,test,0.69,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/056.JPG,everya,filler5,default,surface,audio/f5-default.m4a,filler,0.42,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/053.JPG,aevery,filler1,default,inverse,audio/f1-default.m4a,filler,0.69,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/063.JPG,aevery,filler3,default,inverse,audio/f3-default.m4a,filler,0.76,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/009.JPG,everya,filler7,default,inverse,audio/f7-default.m4a,filler,0.73,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/005.JPG,everya,filler11,default,surface,audio/f11-default.m4a,filler,0.57,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/056.JPG,aevery,filler6,default,surface,audio/f6-default.m4a,filler,0.75,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/1-leaning-aevery-inverse.JPG,aevery,1-leaning,default,inverse,audio/1-leaning-aevery-default.m4a,test,0.64,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
0,one_slider,images/063.JPG,everya,filler2,default,surface,audio/f2-default.m4a,filler,0.35,,neverlived,eng,English,advanced,0,Male,27,otherL2,,neverlived,Yes,yes,mostsem,3,Windows,1080,1920,Chrome,3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:27 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:27 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IWA71V4TIBOXLS4RE2S3TQEFNY6XJ,34YB12FSQZKINMGZGME7TMJTZ6OMGM,0,Approved,Sun Jul 22 03:13:53 PDT 2018,Sat Jul 21 10:26:05 PDT 2018,Sat Jul 21 10:33:53 PDT 2018,Sun Jul 22 03:14:46 PDT 2018,,,,,[],undefined,7.747216666666667
