workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/3-pole-aevery-surface.JPG,0.62,3-pole,default,surface,enu,audio/3-pole-enu-aevery-default.m4a,test,aevery,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/053.JPG,0.77,filler1,default,inverse,enu,audio/f1-default.m4a,filler,aevery,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/054.JPG,0.78,filler12,default,inverse,enu,audio/f12-default.m4a,filler,everya,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/1-leaning-aevery-surface.JPG,0.89,1-leaning,default,surface,enu,audio/1-leaning-enu-aevery-default.m4a,test,aevery,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/063.JPG,0.45,filler2,default,surface,enu,audio/f2-default.m4a,filler,everya,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/5-bottle-aevery-inverse.JPG,0.21,5-bottle,default,surface,enu,audio/5-bottle-enu-everya-default.m4a,test,everya,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/075.JPG,0.81,filler4,default,surface,motun,audio/f4-default.m4a,filler,aevery,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/005.JPG,0.34,filler10,default,inverse,motun,audio/f10-default.m4a,filler,aevery,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/009.JPG,0.85,filler8,default,surface,motun,audio/f8-default.m4a,filler,aevery,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
0,one_slider,images/016.JPG,0.57,filler9,default,surface,motun,audio/f9-default.m4a,filler,aevery,small,under8,koreng,한국어,advanced,1,Male,27,KorKor,,shortlive,No,yes,midsem,2,Windows,768,1366,Chrome,33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:34:07 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:34:07 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33EEIIWHK72P3E6T68F8LDAK09MQVA,3ZAZR5XV02E55HZDTP8IBXUNJI6ZC1,0,Approved,Thu Aug 30 05:37:51 PDT 2018,Wed Aug 29 12:52:00 PDT 2018,Wed Aug 29 12:57:51 PDT 2018,Thu Aug 30 05:38:38 PDT 2018,,,,,[],undefined,5.4758
