workerid,trial_type,image,order,item,scramble,scope,audio,type,response,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/053.JPG,everya,filler1,scrambled,inverse,audio/f1-scrambled.m4a,filler,0.57,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/056.JPG,aevery,filler5,scrambled,inverse,audio/f5-scrambled.m4a,filler,0.39,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/063.JPG,everya,filler3,scrambled,surface,audio/f3-scrambled.m4a,filler,0.69,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/8-petting-everya-inverse.JPG,everya,8-petting,scrambled,inverse,audio/8-petting-everya-scrambled.m4a,test,0.61,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/3-fishpole-aevery-inverse.JPG,everya,3-fish pole,scrambled,surface,audio/3-fish pole-everya-scrambled.m4a,test,0.73,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,scrambled,inverse,audio/5-bottle-everya-scrambled.m4a,test,0.55,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/005.JPG,everya,filler11,scrambled,surface,audio/f11-scrambled.m4a,filler,0.66,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/009.JPG,aevery,filler7,scrambled,inverse,audio/f7-scrambled.m4a,filler,0.76,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,scrambled,surface,audio/4-feeding-aevery-scrambled.m4a,test,0.72,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
0,one_slider,images/054.JPG,everya,filler12,scrambled,inverse,audio/f12-scrambled.m4a,filler,0.21,small,under8,eng,Malayalam,int,1,Female,28,KorKor,Good,shortlive,Yes,yes,onesem,2,Windows,1024,1280,Chrome,3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Jul 18 15:40:18 PDT 2018,9,0,0,5,Reviewable,NotReviewed,1 cond,1800,60000,Fri Aug 17 15:40:18 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W5OTUF2VSTFYJYMDQ6AHY1,3E47SOBEYRSJARA3TLKWB2RXJ13CI4,0,Approved,Thu Jul 19 08:35:40 PDT 2018,Wed Jul 18 15:45:19 PDT 2018,Wed Jul 18 15:55:40 PDT 2018,Thu Jul 19 08:35:46 PDT 2018,,,,,[],undefined,9.451466666666667
