workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/053.JPG,0.02,filler1,scrambled,inverse,enu,audio/f1-scrambled.m4a,filler,aevery,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/005.JPG,0,filler11,scrambled,inverse,motun,audio/f11-scrambled.m4a,filler,everya,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/005.JPG,0.04,filler10,scrambled,surface,enu,audio/f10-scrambled.m4a,filler,aevery,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/1-leaning-aevery-inverse.JPG,0.03,1-leaning,scrambled,inverse,motun,audio/1-leaning-motun-aevery-scrambled.m4a,test,aevery,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/8-petting-aevery-inverse.JPG,0.01,8-petting,scrambled,surface,motun,audio/8-petting-motun-everya-scrambled.m4a,test,everya,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/063.JPG,0.02,filler3,scrambled,inverse,enu,audio/f3-scrambled.m4a,filler,everya,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/054.JPG,0.04,filler12,scrambled,inverse,enu,audio/f12-scrambled.m4a,filler,everya,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/009.JPG,0.01,filler8,scrambled,surface,enu,audio/f8-scrambled.m4a,filler,everya,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/063.JPG,0.95,filler2,scrambled,inverse,motun,audio/f2-scrambled.m4a,filler,everya,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
0,one_slider,images/4-feeding-everya-inverse.JPG,0.05,4-feeding,scrambled,inverse,enu,audio/4-feeding-enu-everya-scrambled.m4a,test,everya,most,over8,koreng,English,advanced,1,Female,40,KorEng,NA,mostlive,Yes,no,nocollege,2,Windows,1080,1920,Chrome,3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:57 PDT 2018,9,1,1,7,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:57 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3P4C70TRMRCVUK0LP88Q4Q8G3OBGLM,36V4Q8R5ZLW90BADJIJJN0NV8UIQMB,0,Approved,Thu Aug 30 09:39:04 PDT 2018,Wed Aug 29 16:54:14 PDT 2018,Wed Aug 29 16:59:04 PDT 2018,Thu Aug 30 09:39:39 PDT 2018,,,,,[],undefined,4.7599
