workerid,trial_type,image,response,item,scramble,scope,quantifier,audio,type,order,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/6-biting-aevery-surface.JPG,0.96,6-biting,default,surface,motun,audio/6-biting-motun-aevery-default.m4a,test,aevery,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/063.JPG,0.01,filler3,default,inverse,enu,audio/f3-default.m4a,filler,aevery,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/054.JPG,0.01,filler13,default,inverse,motun,audio/f13-default.m4a,filler,aevery,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/005.JPG,0.01,filler10,default,surface,motun,audio/f10-default.m4a,filler,everya,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/5-bottle-everya-inverse.JPG,0.98,5-bottle,default,inverse,enu,audio/5-bottle-enu-everya-default.m4a,test,everya,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/009.JPG,0.15,filler7,default,inverse,motun,audio/f7-default.m4a,filler,aevery,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/016.JPG,0.02,filler9,default,inverse,enu,audio/f9-default.m4a,filler,everya,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/2-fishing-aevery-surface.JPG,1,2-fishing,default,surface,motun,audio/2-fishing-motun-aevery-default.m4a,test,aevery,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/4-feeding-aevery-surface.JPG,0.99,4-feeding,default,surface,motun,audio/4-feeding-motun-aevery-default.m4a,test,aevery,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
0,one_slider,images/063.JPG,0.98,filler2,default,surface,motun,audio/f2-default.m4a,filler,aevery,small,neverlived,kor,"한국, 영어",near native,1,Female,28,KorEng,,neverlived,Yes,yes,mostsem,2,Mac,900,1440,Chrome,36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3ZKEGEY9TLPL6RLIMTGZOLWO1DEXXL,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Wed Aug 29 08:33:48 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Fri Sep 28 08:33:48 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4TAWM2B,3SKRO2GZ72NQTJQTDRGO7MNJBG5K1L,0,Approved,Fri Aug 31 11:36:49 PDT 2018,Thu Aug 30 18:51:13 PDT 2018,Thu Aug 30 18:56:49 PDT 2018,Fri Aug 31 11:36:57 PDT 2018,,,,,[],undefined,5.479
